"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Emergence of DDoS resistant augmented Split architecture","B. Rawal; H. Ramcharan; A. Tsetse","Department of Computer and Information Sciences Shaw University Raleigh, NC, USA; Department of Computer and Information Sciences Shaw University Raleigh, NC, USA; Department of Computer and Information Sciences State University of New York Fredonia, NY, USA","2013 High Capacity Optical Networks and Emerging/Enabling Technologies","3 Feb 2014","2013","","","37","43","Distributed Denials of Service (DDoS) attacks have become the daunting problem for businesses, system administrators and computer system users. Prevention and detection of a DDoS attack is a major research topic for researchers throughout the world. As new remedies are developed to prevent or mitigate DDoS attacks, invaders are continually evolving new methods to circumvent these new procedures. In this paper, we describe various DDoS attack mechanisms, categories, scope of DDoS attacks and their existing countermeasures. In response, we propose to introduce DDoS resistant Augmented Split-protocol (ASp). The migratory nature and role changeover ability of servers in Split-protocol architecture will avoid bottleneck at the server side. It also offers the unique ability to avoid server saturation and compromise from DDoS attacks. The goal of this paper is to present the concept and performance of (ASp) as a defensive tool against DDoS attacks.","1949-4106","978-1-4799-2569-8","10.1109/HONET.2013.6729754","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6729754","Split Protocol;Protocol splitting;DDoS;Tribal Flood Network;Bare Machine Computing","Computer crime;Protocols;IP networks;Decision support systems;Web servers;Floods","computer network security;protocols","DDoS resistant augmented split architecture;distributed denials of service attack;DDoS attack mechanism;DDoS attack categories;DDoS attack scope;DDoS attack countermeasures;DDoS resistant augmented split protocol;server saturation","","5","47","","3 Feb 2014","","","IEEE","IEEE Conferences"
"Table of contents","",,"2018 25th IEEE International Conference on Image Processing (ICIP)","6 Sep 2018","2018","","","xxiii","lxxxix","Presents the table of contents/splash page of the proceedings record.","2381-8549","978-1-4799-7061-2","10.1109/ICIP.2018.8451598","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8451598","","","","","","","","","6 Sep 2018","","","IEEE","IEEE Conferences"
"Table of Contents","",,"IGARSS 2018 - 2018 IEEE International Geoscience and Remote Sensing Symposium","4 Nov 2018","2018","","","xvii","ccxix","Presents the table of contents/splash page of the proceedings record.","2153-7003","978-1-5386-7150-4","10.1109/IGARSS.2018.8517789","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8517789","","","","","","","","","4 Nov 2018","","","IEEE","IEEE Conferences"
"Table of contents","",,"2018 21st Euromicro Conference on Digital System Design (DSD)","14 Oct 2018","2018","","","5","18","Presents the table of contents/splash page of the proceedings record.","","978-1-5386-7377-5","10.1109/DSD.2018.00004","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8491782","","","","","","","","","14 Oct 2018","","","IEEE","IEEE Conferences"
"Final program","",,"2020 IEEE 91st Vehicular Technology Conference (VTC2020-Spring)","30 Jun 2020","2020","","","i","xliv","Provides a schedule of conference events and a listing of which papers were presented in each session.","2577-2465","978-1-7281-5207-3","10.1109/VTC2020-Spring48590.2020.9129225","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9129225","","","","","","","","","30 Jun 2020","","","IEEE","IEEE Conferences"
"Table of contents","",,"2017 International Conference on Computational Science and Computational Intelligence (CSCI)","6 Dec 2018","2017","","","v","xxix","Presents the table of contents/splash page of the proceedings record.","","978-1-5386-2652-8","10.1109/CSCI.2017.354","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8560708","","","","","","","","","6 Dec 2018","","","IEEE","IEEE Conferences"
"[I2MTC 2019 Front matter]","",,"2019 IEEE International Instrumentation and Measurement Technology Conference (I2MTC)","9 Sep 2019","2019","","","i","xc","Conference proceedings front matter may contain various advertisements, welcome messages, committee or program information, and other miscellaneous conference information. This may in some cases also include the cover art, table of contents, copyright statements, title-page or half title-pages, blank pages, venue maps or other general information relating to the conference that was part of the original conference proceedings.","2642-2077","978-1-5386-3460-8","10.1109/I2MTC.2019.8827092","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8827092","","","","","","","","","9 Sep 2019","","","IEEE","IEEE Conferences"
"Content List","",,"2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","6 Jan 2019","2018","","","1","118","Presents the table of contents/splash page of the proceedings record.","2153-0866","978-1-5386-8094-0","10.1109/IROS.2018.8593802","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8593802","","","","","","","","","6 Jan 2019","","","IEEE","IEEE Conferences"
"M2GARSS 2020 Table of Contents","",,"2020 Mediterranean and Middle-East Geoscience and Remote Sensing Symposium (M2GARSS)","2 Jun 2020","2020","","","viii","xvi","Presents the table of contents/splash page of the proceedings record.","","978-1-7281-2190-1","10.1109/M2GARSS47143.2020.9105239","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9105239","","","","","","","","","2 Jun 2020","","","IEEE","IEEE Conferences"
"Table of Contents","",,"2018 IEEE/CVF Conference on Computer Vision and Pattern Recognition","16 Dec 2018","2018","","","5","117","Presents the table of contents/splash page of the proceedings record.","2575-7075","978-1-5386-6420-9","10.1109/CVPR.2018.00004","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8578102","","","","","","","","","16 Dec 2018","","","IEEE","IEEE Conferences"
"ICASSP 2020 Table of Contents","",,"ICASSP 2020 - 2020 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","9 Apr 2020","2020","","","xxxi","clxxx","Presents the table of contents/splash page of the proceedings record.","2379-190X","978-1-5090-6631-5","10.1109/ICASSP40776.2020.9054406","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9054406","","","","","","","","","9 Apr 2020","","","IEEE","IEEE Conferences"
"Table of contents","",,"ICASSP 2019 - 2019 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","17 Apr 2019","2019","","","xxxiii","clxxi","Presents the table of contents/splash page of the proceedings record.","2379-190X","978-1-4799-8131-1","10.1109/ICASSP.2019.8682209","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8682209","","","","","","","","","17 Apr 2019","","","IEEE","IEEE Conferences"
"Table of Contents","",,"2018 IEEE 14th International Conference on e-Science (e-Science)","27 Dec 2018","2018","","","5","21","Presents the table of contents/splash page of the proceedings record.","","978-1-5386-9156-4","10.1109/eScience.2018.00004","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8588623","","","","","","","","","27 Dec 2018","","","IEEE","IEEE Conferences"
"Critical Analysis of DDoS—An Emerging Security Threat over IoT Networks","A. Lohachab; B. Karambir","University Institute of Engineering and Technology, Kurukshetra University, Haryana 136118, India; University Institute of Engineering and Technology, Kurukshetra University, Haryana 136118, India","Journal of Communications and Information Networks","6 Feb 2020","2018","3","3","57","78","Ubiquitous computing facilitated by Internet of things (IoT) devices has made modern day life easier across many areas. It offers capabilities to measure parameters associated with the devices, to infer from their results, and to understand and control millions of such devices in various application domains. The enormous potential of IoT systems enables each and every device to communicate with each other, thereby providing more productivity. In this scenario, heterogeneity of technologies in use is expected to intensify the security threats. Policy enforcement for the assurance of privacy and security plays a key role in these systems. Fulfillment of privacy and security related requirements include confidentiality of data, user and device authentication, access control, and trust assurance among the things. However, recent reported events related to security attacks show colossal vulnerabilities among IoT devices capable of bringing security risks to the whole environment. One of the common uses of these devices by the attackers is to generate powerful distributed denial of service (DDoS) attacks. It is one of the most prominent attacking behaviors over a network by a group of geographically distributed zombie computers that interrupt and block legitimate users to use the network resources and hence, requires great attention. In this regard, the current work being novel in the field puts concentration on variants of DDoS attacks and their impact on IoT networks along with some of the existing countermeasures to defend against these attacks. The paper also discusses the detailed working mechanism of these attacks and highlights some of the commonly used tools that are deployed in such attack scenarios.","2509-3312","","10.1007/s41650-018-0022-5","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8932306","Internet of things;distributed denial of service attack;security;Mirai;botnet","","","","","2","","","6 Feb 2020","","","PTP","PTP Journals"
